korean_word,note,pos,english_word,translational_equivalence,korean_source1,korean_source2,english_source1,english_source2,cat3_korean,cat3_english,cat13_korean,cat13_english
타산,,noun,calculation,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
무덤덤하다,,adjective,calm,1,Park_Min_2005,,,,Neutral,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
평온하다,,adjective,calm,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
평안하다,,adjective,calm,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
덤덤하다,,adjective,calm,1,Park_Min_2005,,,,Neutral,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
담담하다,,adjective,calm,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
무덤덤함,,noun,calmness,1,,,,,Neutral,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
담담함,,noun,calmness,1,,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
평온,,noun,calmness,1,,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
차분함,,noun,calmness,1,,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
덤덤함,,noun,calmness,1,,,,,Neutral,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
평안,,noun,calmness,1,,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
사로잡힌,,adjective,captive,1,KOTE,,,,Positive,Positive,사랑/애정 (Love/Affection),존경/감탄 (Admiration/Gratitude)
보살핌,,noun,care,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
조심,,noun,care,1,,,,,Neutral,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
주의,,noun,care,1,,,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),사랑/애정 (Love/Affection)
,타인에게서 그들의 애정을 바탕으로 걱정을 받거나 보살펴지다,adjective,cared,0,,,,,,Positive,,사랑/애정 (Love/Affection)
홀가분하다,,adjective,carefree,1,Park_Min_2005,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
태평스럽다,,adjective,carefree,1,Park_Min_2005,,,,Neutral,Positive,평온/안정 (Calm/Comfort),자부심/자신감 (Pride/Confidence)
세심하다,,adjective,careful,1,Rhee_Ko_2013,,,,Positive,Neutral,사랑/애정 (Love/Affection),중립/인지 (Neutral/Cognitive)
신중하다,,adjective,careful,1,Rhee_Ko_2013,,,,Neutral,Neutral,평온/안정 (Calm/Comfort),중립/인지 (Neutral/Cognitive)
배려하는,,adjective,caring,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
조심스럽다,,adjective,cautious,1,,,Baron-Cohen_2010,,Neutral,Neutral,평온/안정 (Calm/Comfort),두려움/불안 (Fear/Anxiety)
축하하다,,verb,celebrate,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
축하하는,,adjective,celebrating,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
축하,,noun,celebration,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
확신하는,,adjective,certain,1,,,Baron-Cohen_2010,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
분통,,noun,chagrin,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),수치/죄책감 (Shame/Guilt)
분,,noun,chagrin,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),수치/죄책감 (Shame/Guilt)
,어려움에 직면한,adjective,challenged,0,,,,,,Negative,,중립/인지 (Neutral/Cognitive)
,도전 의식을 북돋우는,adjective,challenging,0,,,Baron-Cohen_2010,,,Negative,,중립/인지 (Neutral/Cognitive)
,자선을 베푸는,adjective,charitable,0,,,Baron-Cohen_2010,,,Positive,,사랑/애정 (Love/Affection)
매력,,noun,charm,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),사랑/애정 (Love/Affection)
매혹된,,adjective,charmed,1,,,Baron-Cohen_2010,Morgan_Heise_1988,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
속은,,adjective,cheated,1,,,Baron-Cohen_2010,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
경쾌,,noun,cheer,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
생기,,noun,cheer,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
응원,,noun,cheer,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),기쁨 (Joy/Happiness)
환호,,noun,cheer,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
유쾌,,noun,cheer,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
고무된,,adjective,cheered,1,,,Baron-Cohen_2010,Morgan_Heise_1988,Positive,Positive,존경/감탄 (Admiration/Gratitude),기쁨 (Joy/Happiness)
흥겹다,,adjective,cheerful,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
유쾌하다,,adjective,cheerful,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
경쾌하다,,adjective,cheerful,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
쾌활함,,noun,cheerfulness,1,,,Storm_Storm_1987,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
기운없는,,adjective,cheerless,1,,,Morgan_Heise_1988,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
생기없는,,adjective,cheerless,1,,,Morgan_Heise_1988,,Neutral,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
활기없는,,adjective,cheerless,1,,,Morgan_Heise_1988,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
기운없음,,noun,cheerlessness,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
활기없음,,noun,cheerlessness,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
오글거리다,,adjective,cheesy,1,Rhee_Ko_2013,,,,Negative,Neutral,수치/죄책감 (Shame/Guilt),혐오/경멸 (Disgust/Contempt)
애지중지하다,,verb,cherish,1,Park_Min_2005,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
,소중히 여기다,verb,cherish,0,,,,,,Positive,,사랑/애정 (Love/Affection)
아끼다,,verb,cherish,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
아끼는,,adjective,cherishing,1,KOTE,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
쌀쌀함,,noun,chiliness,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),중립/인지 (Neutral/Cognitive)
선뜩함,,noun,chilliness,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),중립/인지 (Neutral/Cognitive)
썰렁함,,noun,chilliness,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),중립/인지 (Neutral/Cognitive)
쌀쌀하다,,adjective,chilly,1,Rhee_Ko_2013,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),중립/인지 (Neutral/Cognitive)
선뜩하다,,adjective,chilly,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),중립/인지 (Neutral/Cognitive)
썰렁하다,,adjective,chilly,1,Rhee_Ko_2013,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),중립/인지 (Neutral/Cognitive)
진부함,,noun,cliché,1,KOTE,,,,Negative,Neutral,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
진부하다,,adjective,cliché-ridden,1,Park_Min_2005,,,,Negative,Neutral,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
친근하다,,adjective,close,1,Rhee_Ko_2013,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
,잘 모르는,adjective,clueless,0,,,Baron-Cohen_2010,,,Neutral,,중립/인지 (Neutral/Cognitive)
,할 줄 모르는,adjective,clueless,0,,,Baron-Cohen_2010,,,Neutral,,중립/인지 (Neutral/Cognitive)
자만하는,,adjective,cocky,1,,,Baron-Cohen_2010,,Negative,Negative,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
썰렁하다,,adjective,cold,1,Rhee_Ko_2013,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),혐오/경멸 (Disgust/Contempt)
쌀쌀하다,,adjective,cold,1,Rhee_Ko_2013,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
냉혹하다,,adjective,cold-blooded,1,Rhee_Ko_2013,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
냉혹함,,noun,cold-bloodedness,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
냉혹하다,,adjective,cold-hearted,1,Rhee_Ko_2013,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
냉혹함,,noun,cold-heartedness,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
편안,,noun,comfort,1,KOTE,,,,Positive,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
편함,,noun,comfort,1,,,,,Positive,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
안락,,noun,comfort,1,KOTE,,,,Positive,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
편하다,,adjective,comfortable,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
안락하다,,adjective,comfortable,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
편안하다,,adjective,comfortable,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
위로받은,,adjective,comforted,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
위로하는,,adjective,commiserating,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
위로,,noun,commiseration,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
교감하다,,verb,commune,1,Park_Min_2005,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
교감,,noun,communion,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
안타까움,,noun,compassion,1,,,,,Negative,Positive,슬픔/비탄 (Sadness/Grief),사랑/애정 (Love/Affection)
온정,,noun,compassion,1,Park_Min_2005,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
온정적인,,adjective,compassionate,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
안타깝다,,adjective,compassionate,1,,,,,Negative,Positive,슬픔/비탄 (Sadness/Grief),사랑/애정 (Love/Affection)
우쭐함,,noun,complacency,1,KOTE,,,,Negative,Negative,자부심/자신감 (Pride/Confidence),중립/인지 (Neutral/Cognitive)
불평하는,,adjective,complaining,1,,,Baron-Cohen_2010,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
항의,,noun,complaint,1,KOTE,,,,Neutral,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
차분하다,,adjective,composed,1,Rhee_Ko_2013,,,,Positive,Positive,평온/안정 (Calm/Comfort),평온/안정 (Calm/Comfort)
여유있다,,adjective,composed,1,Rhee_Ko_2013,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),평온/안정 (Calm/Comfort)
자만심,,noun,conceit,1,Park_Min_2005,,,,Negative,Negative,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
자만하는,,adjective,conceited,1,,,Baron-Cohen_2010,,Negative,Negative,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
집중하는,,adjective,concentrating,1,,,Baron-Cohen_2010,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
집중,,noun,concentration,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
염려,,noun,concern,1,KOTE,,,,Negative,Neutral,두려움/불안 (Fear/Anxiety),중립/인지 (Neutral/Cognitive)
우려,,noun,concern,1,KOTE,,,,Negative,Neutral,두려움/불안 (Fear/Anxiety),중립/인지 (Neutral/Cognitive)
멸시하다,,verb,condemn,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
비난하다,,verb,condemn,1,Rhee_Ko_2013,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
비난,,noun,condemnation,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
거들먹거리는,,adjective,condescending,1,,,Baron-Cohen_2010,,Negative,Negative,중립/인지 (Neutral/Cognitive),혐오/경멸 (Disgust/Contempt)
잘난척하는,,adjective,condescending,1,,,Baron-Cohen_2010,,Negative,Negative,자부심/자신감 (Pride/Confidence),혐오/경멸 (Disgust/Contempt)
애도,,noun,condolence,1,,,,,Negative,Positive,슬픔/비탄 (Sadness/Grief),사랑/애정 (Love/Affection)
떳떳함,,noun,confidence,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
당당함,,noun,confidence,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
확신,,noun,confidence,1,KOTE,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
자신감,,noun,confidence,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
당당하다,,adjective,confident,1,Rhee_Ko_2013,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
자신있다,,adjective,confident,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
떳떳하다,,adjective,confident,1,Park_Min_2005,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
대립,,noun,conflict,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
갈등하다,,verb,conflict,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
착잡하다,,adjective,conflicted,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
갈등하는,,adjective,conflicting,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
착잡함,,noun,confliction,1,KOTE,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
당혹스럽다,,adjective,confounding,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),중립/인지 (Neutral/Cognitive)
곤혹스럽다,,adjective,confounding,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),중립/인지 (Neutral/Cognitive)
당황스럽다,,adjective,confounding,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),중립/인지 (Neutral/Cognitive)
도전,,noun,confrontation,1,,,,,Positive,Negative,자부심/자신감 (Pride/Confidence),중립/인지 (Neutral/Cognitive)
대치,,noun,confrontation,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
,"의견 불일치를 표출하는, 반대 의견을 드러내는, 논쟁을 일으킬 가능성이 있는 비우호적인 방식으로 행동하는",adjective,confrontational,0,,,Baron-Cohen_2010,,,Negative,,중립/인지 (Neutral/Cognitive)
직면하는,,adjective,confronted,1,,,Baron-Cohen_2010,,Neutral,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
혼란스럽다,,adjective,confused,1,,,Baron-Cohen_2010,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
혼란스럽다,,adjective,confusing,1,Rhee_Ko_2013,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
혼란스러움,,noun,confusion,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
축하하다,,verb,congratulate,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),존경/감탄 (Admiration/Gratitude)
축하하는,,adjective,congratulating,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),존경/감탄 (Admiration/Gratitude)
축하,,noun,congratulation,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),존경/감탄 (Admiration/Gratitude)
배려하는,,adjective,considerate,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
배려,,noun,consideration,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
,경악하게 하고 실망하게 하다,verb,consternate,0,,,,,,Negative,,놀라움/당황 (Surprise/Bewilderment)
,경악하고 실망한,adjective,consternated,0,,,,,,Negative,,놀라움/당황 (Surprise/Bewilderment)
,경악과 실망,noun,consternation,0,,,,,,Negative,,놀라움/당황 (Surprise/Bewilderment)
경멸하다,,verb,contemn,1,Park_Min_2005,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
모멸하다,,verb,contemn,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
모멸,,noun,contempt,1,Park_Min_2005,KOTE,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
멸시,,noun,contempt,1,KOTE,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
경멸,,noun,contempt,1,KOTE,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
가증스러움,,noun,contempt,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
가증스럽다,,adjective,contemptable,1,Park_Min_2005,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
흡족하다,,adjective,content,1,Park_Min_2005,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),평온/안정 (Calm/Comfort)
만족하는,,adjective,content,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),평온/안정 (Calm/Comfort)
흐뭇하다,,adjective,content,1,Park_Min_2005,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),평온/안정 (Calm/Comfort)
만족,,noun,contentment,1,,,Storm_Storm_1987,,Positive,Positive,기쁨 (Joy/Happiness),평온/안정 (Calm/Comfort)
엇나가는,,adjective,contrary,1,,,Baron-Cohen_2010,,Negative,Negative,중립/인지 (Neutral/Cognitive),분노/짜증 (Anger/Irritation)
버릇없는,,adjective,contrary,1,,,Baron-Cohen_2010,,Negative,Negative,혐오/경멸 (Disgust/Contempt),분노/짜증 (Anger/Irritation)
회개하는,,adjective,contrite,1,,,,,Negative,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
회개,,noun,contrition,1,Park_Min_2005,,,,Negative,Positive,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
통제,,noun,control,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
지배,,noun,control,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
,"세심히 계획 및 관리된, 면밀히 계산된",adjective,controlled,0,,,Baron-Cohen_2010,,,Neutral,,중립/인지 (Neutral/Cognitive)
제어받는,,adjective,controlled,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
관리하는,,adjective,controlled,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
확신,,noun,conviction,1,KOTE,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
확신하는,,adjective,convinced,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
선선하다,,adjective,cool,1,Rhee_Ko_2013,,,,Neutral,Positive,평온/안정 (Calm/Comfort),기쁨 (Joy/Happiness)
쿨하다,,adjective,cool,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
합동,,noun,cooperation,1,,,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),사랑/애정 (Love/Affection)
협동,,noun,cooperation,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
협력,,noun,cooperation,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
협조,,noun,cooperation,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
협조적인,,adjective,cooperative,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
협력하는,,adjective,cooperative,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
용기,,noun,courage,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
용감하다,,adjective,courageous,1,,,Baron-Cohen_2010,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
겁쟁이,,noun,coward,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
비겁자,,noun,coward,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),두려움/불안 (Fear/Anxiety)
겁이 많은,,adjective,cowardly,1,,,Baron-Cohen_2010,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
소심하다,,adjective,cowardly,1,,,Baron-Cohen_2010,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
안락,,noun,coziness,1,KOTE,,,,Positive,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
포근함,,noun,coziness,1,KOTE,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
포근하다,,adjective,cozy,1,Rhee_Ko_2013,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
안락하다,,adjective,cozy,1,Park_Min_2005,,,,Positive,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
기교,,noun,craft,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
기술,,noun,craft,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
교활하다,,adjective,crafty,1,,,Baron-Cohen_2010,,Negative,Negative,혐오/경멸 (Disgust/Contempt),중립/인지 (Neutral/Cognitive)
,화를 잘 내는 사람,noun,crank,0,,,,,,Negative,,분노/짜증 (Anger/Irritation)
괴짜,,noun,crank,1,,,,,Neutral,Negative,중립/인지 (Neutral/Cognitive),분노/짜증 (Anger/Irritation)
짜증내는,,adjective,cranky,1,,,Baron-Cohen_2010,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
열망하는,,adjective,craving,1,,,,,Positive,Negative,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
열망,,noun,craving,1,,,Baron-Cohen_2010,,Positive,Negative,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
갈망하는,,adjective,craving,1,,,,,Neutral,Negative,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
갈망,,noun,craving,1,,,Baron-Cohen_2010,,Neutral,Negative,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
섬뜩함,,noun,creepiness,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
송연하다,,adjective,creepy,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
섬뜩하다,,adjective,creepy,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
징그럽다,,adjective,creepy,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),두려움/불안 (Fear/Anxiety)
민망해하다,,verb,cringe,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
민망하다,,adjective,cringey,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
오글거리다,,adjective,cringey,1,Rhee_Ko_2013,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
낯뜨겁다,,adjective,cringey,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
낯간지럽다,,adjective,cringey,1,Park_Min_2005,,,,Positive,Negative,기쁨 (Joy/Happiness),수치/죄책감 (Shame/Guilt)
비판적이다,,adjective,critical,1,,,Baron-Cohen_2010,,Negative,Negative,혐오/경멸 (Disgust/Contempt),중립/인지 (Neutral/Cognitive)
비난하는,,adjective,critical,1,,,Baron-Cohen_2010,,Negative,Negative,혐오/경멸 (Disgust/Contempt),중립/인지 (Neutral/Cognitive)
짜증난,(get) cross (with),adjective,cross,1,,,Baron-Cohen_2010,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
잔인하다,,adjective,cruel,1,Rhee_Ko_2013,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
잔인함,,noun,cruelty,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
,누군가에 대한 강렬하고 빠르게 피어나는 낭만적인 감정,noun,crush,0,,,,,,Negative,,중립/인지 (Neutral/Cognitive)
,마음이 무너질 정도로 슬프거나 놀란,adjective,crushed,0,,,,,,Negative,,중립/인지 (Neutral/Cognitive)
으깨진,,adjective,crushed,1,,,Baron-Cohen_2010,Morgan_Heise_1988,Negative,Negative,슬픔/비탄 (Sadness/Grief),중립/인지 (Neutral/Cognitive)
울다,,verb,cry,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
